Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Revenue,Profit
1115,31-03-2026,C812,Makeup Kit,Beauty,LUCKNOW,3,,4540
1116,14-07-2026,C533,Mouse,Electronics,Jaipur,7,20888,3742
1117,12/1/2026,C734,Mouse,Electronics,Jaipur,4,17604,3859
1118,24-06-2026,C821,Shoes,Apparel,Lucknow,6,58098,10622
1119,8/7/2026,C175,Monitor,Electronics,Mumbai,7,142247,24377
1120,22-01-2026,C124,Sofa,Furniture,Hyderabad,4,275796,39795
1121,18-04-2026,C480,Bookshelf,Furniture,Pune,2,32494,5082
1122,15-04-2026,C633,Printer,Electronics,Lucknow,7,40474,5586
1123,7/5/2026,C343,Air Purifier,Home,Delhi,2,61068,8115
1124,20-08-2026,C665,Chair,Furniture,Kolkata,5,34715,4248 INR
1125,25-02-2026,C096,Vacuum Cleaner,Home,Hyderabad,7,144865,24988
1126,16-04-2026,C681,Bookshelf,Furniture,Pune,5,71910,9169
1127,19-08-2026,C159,Monitor,Electronics,Ahmedabad,3,117204,21450
1128,8/1/2026,C013,Mouse,Electronics,Bangalore,7,21035,4779
1129,22-07-2026,C518,Jeans,Apparel,Jaipur,2,8260,1170
1130,26-03-2026,C257,Chair,Furniture,Lucknow,5,70915,12969
1131,17-01-2026,C648,Monitor,Electronics,Bangalore,6,256182,55897
1132,25-04-2026,C568,Bookshelf,Furniture,,4,47532,6534
1133,2/8/2026,C190,Sofa,Furniture,Jaipur,2,123172,17910
1134,13-07-2026,C599,Phone,Electronics,Ahmedabad,6,234732,55587
1135,7/8/2026,C367,Shoes,Apparel,Kolkata,6,44448,4569
1136,4/1/2026,C448,Monitor,Electronics,Ahmedabad,7,64771,6196
1137,17-02-2026,C709,Camera,Electronics,Bangalore,4,231444,25915
1138,30-06-2026,C017,Tablet,Electronics,Pune,4,85932,9515
1139,23-07-2026,C301,Tablet,Electronics,Bangalore,6,300492,68725
1140,8/3/2026,C310,Air Purifier,Home,Hyderabad,3,58008,6765
1141,16-05-2026,C551,Jeans,Apparel,Jaipur,7,24976,2243
1142,11/2/2026,C321,Bookshelf,Furniture,Mumbai,2,25092,4601
1143,5/7/2026,C095,Laptop,Electronics,Jaipur,4,196120,29472
1144,23-02-2026,C694,Laptop,Electronics,Delhi,3,279036,38185
1145,8/3/2026,C656,Air Purifier,Home,Chennai,1,28551,4159
1146,22-06-2026,C197,Monitor,Electronics,Pune,1,40868,7845
1147,27-03-2026,C752,Makeup Kit,Beauty,Delhi,4,17936,2938
1148,25-01-2026,C160,Headphones,Electronics,Hyderabad,4,31220,3916
1149,18-04-2026,C794,Bookshelf,Furniture,Lucknow,1,14374,2926
1150,14-07-2026,C675,Camera,Electronics,Hyderabad,5,440920,102991
1151,29-05-2026,C565,Desk,Furniture,Pune,3,23529,4176
1152,14-01-2026,C373,Makeup Kit,Beauty,Ahmedabad,4,13628,1271
1153,5/8/2026,C171,Vacuum Cleaner,Home,PUNE,7,125153,17551
1154,23-04-2026,C169,Laptop,Electronics,Bangalore,1,84062,12412
1155,19-07-2026,C536,Sofa,Furniture,Chennai,1,67999,6436
1156,3/1/2026,C044,Shoes,Apparel,Delhi,1,2868,468
1157,20-07-2026,C719,Tablet,Electronics,Kolkata,1,50043,4593
1158,7/7/2026,C791,Mouse,Electronics,Pune,7,31255,2835
1159,2/6/2026,C126,Makeup Kit,Beauty,Bangalore,1,6507,898
1160,28-02-2026,C075,Air Purifier,Home,Hyderabad,1,12390,1288
1161,10/3/2026,C734,Printer,Electronics,Bangalore,4,118852,12225
1162,3/1/2026,C429,Printer,Electronics,Chennai,6,32202,4345
1163,17-01-2026,C823,Air Purifier,Home,Kolkata,6,79662,9923
1164,13-04-2026,C326,Tablet,Electronics,Hyderabad,3,36174,6572
1165,15-05-2026,C509,Bookshelf,Furniture,Hyderabad,1,7443,966
1166,27-07-2026,C878,Phone,Electronics,Delhi,1,16896,2910
1167,5/1/2026,C837,HEADPHONES,Electronics,Jaipur,6,48084,8470
1168,28-06-2026,C115,Printer,Electronics,Bangalore,1,23870,3265
1169,29-07-2026,C752,Vacuum Cleaner,Home,Chennai,1,20513,4168
1170,12/1/2026,C237,Printer,Electronics,Jaipur,1,17256,1828
1171,22-08-2026,C576,Printer,Electronics,Kolkata,2,46304,8372
1172,27-07-2026,C142,Printer,Electronics,Hyderabad,2,39626,4390
1173,18-03-2026,C030,Phone,Electronics,Delhi,1,21734,3345
1174,11/2/2026,C132,Phone,Electronics,Jaipur,1,69097,12954
1175,25-01-2026,C518,Vacuum Cleaner,Home,Kolkata,5,28395,6617
1176,24-01-2026,C039,Laptop,Electronics,Delhi,5,420925,46616
1177,17-05-2026,C146,Laptop,Electronics,Pune,3,145224,22578
1178,5/2/2026,C307,Sofa,Furniture,Mumbai,2,102102,19202
1179,20-08-2026,C103,Phone,Electronics,Hyderabad,4,84376,9620
1180,13-01-2026,C618,Tablet,Electronics,Bangalore,3,159867,17004
1181,13-04-2026,C503,Camera,Electronics,Hyderabad,7,236390,47196
1182,6/6/2026,C569,Chair,Furniture,Ahmedabad,7,86373,19272
1183,25-07-2026,C187,Jeans,Apparel,Hyderabad,3,14121,3157
1184,15-02-2026,C829,Printer,Electronics,Delhi,1,14568,1913
1185,11/6/2026,C145,Camera,Electronics,Hyderabad,1,65614,14310
1186,25-07-2026,C225,Vacuum Cleaner,Home,Bangalore,19,29896,6130
1187,4/4/2026,C038,Air Purifier,Home,Chennai,5,52420,10037
1188,8/8/2026,C716,Phone,Electronics,Chennai,1,13287,1560
1189,4/2/2026,C209,Camera,Electronics,Ahmedabad,2,151192,13757
1190,8/3/2026,C089,Jeans,Apparel,Jaipur,4,12604,2199
1191,13-05-2026,C881,smart watch,Electronics,Pune,6,179682,36466
1192,11/5/2026,C549,Smartwatch,Electronics,Kolkata,4,22100,2411
1193,5/6/2026,C145,Laptop,Electronics,Lucknow,1,75972,6502
1194,8/5/2026,C091,Makeup Kit,Beauty,Chennai,4,19616,3546
1195,12/6/2026,C031,Camera,Electronics,Bangalore,5,524065,77608
1196,19-03-2026,C782,Smartwatch,Electronics,Delhi,1,14900,2782
1197,23-01-2026,C693,Headphones,Electronics,Ahmedabad,5,50055,11172
1198,19-01-2026,C292,Air Purifier,Home,Jaipur,5,82905,9306
1199,1/8/2026,C854,Chair,Furniture,Delhi,6,"₹68,388",12937
1200,2/3/2026,C248,Sofa,Furniture,Mumbai,2,79082,9998
1201,30-07-2026,C889,Headphones,Electronics,Delhi,1,2727,405
1202,10/7/2026,C517,Sofa,Furniture,Delhi,2,78666,15528
1203,24-03-2026,C808,Air Purifier,Home,Ahmedabad,2,68168,6231
1204,15-05-2026,C710,Bookshelf,Furniture,Kolkata,4,60164,6929
1205,6/3/2026,C453,Air Purifier,Home,Bangalore,3,89457,8216
1206,16-01-2026,C088,Makeup Kit,Beauty,Mumbai,1,5114,1145
1207,30-06-2026,C406,Laptop,Electronics,Jaipur,5,328000,54560
1208,7/7/2026,C782,Desk,Furniture,Jaipur,6,46140,10097
1209,22-07-2026,C665,Bookshelf,Furniture,Hyderabad,4,56064,9433
1210,7/2/2026,C212,Backpack,Apparel,Mumbai,2,5904,1337
1211,5/1/2026,C193,Desk,Furniture,Delhi,6,58824,6833
1212,11/6/2026,C433,Laptop,Electronics,Hyderabad,2,102014,16282
1213,4/6/2026,C547,Jeans,Apparel,Delhi,1,5268,1107
1214,2/3/2026,CUSTOMER-692,Backpack,Apparel,Hyderabad,4,10924,1282
1215,16-01-2026,C220,Shoes,Apparel,Lucknow,6,31566,3606
1216,10/7/2026,C669,Headphones,Electronics,Mumbai,6,10050,2278
1217,5/4/2026,C186,Bookshelf,Furniture,Pune,5,29570,5584
1218,1/2/2026,C762,Smart Watch,Electronics,Lucknow,2,19654,2443
1219,9/3/2026,C360,Smart Watch,Electronics,Mumbai,4,113284,20263
1220,24-08-2026,C840,Air Purifier,Home,Mumbai,7,223293,50736
1221,3/8/2026,C466,Printer,Electronics,Hyderabad,5,78030,9771
1222,8/6/2026,C031,Phone,Electronics,Chennai,4,192568,32827
1223,18-01-2026,,Laptop,Electronics,Hyderabad,2,167246,21931
1224,4/8/2026,C390,Smartwatch,Electronics,Jaipur,2,37038,4761
1225,28-02-2026,C521,Tablet,Electronics,Lucknow,5,,18038
1226,19-07-2026,C798,vacuum cleaner,Home,Bangalore,4,22108,2895
1227,21-02-2026,C364,Vacuum Cleaner,Home,Kolkata,2,20718,3193
1228,1/6/2026,C530,Makeup Kit,Beauty,Kolkata,7,30114,4275
1229,30-03-2026,C030,Makeup Kit,Beauty,Lucknow,4,12040,2564
1230,6/2/2026,C505,Headphones,Electronics,Ahmedabad,7,39823,3345
1231,28-07-2026,C084,Sofa,Furniture,Pune,1,21024,3249
1232,5/8/2026,C828,Smartwatch,Electronics,Ahmedabad,7,74382,9725
1233,21-07-2026,C183,Smartwatch,Electronics,Jaipur,5,,23971
1234,22-02-2026,C635,Headphones,Electronics,Bangalore,3,17478,3754
1235,26-02-2026,C522,Air Purifier,Home,Mumbai,5,97145,15182
1236,26-05-2026,C760,Laptop,Electronics,Bangalore,2,178312,15245
1237,4/3/2026,C553,Air Purifier,Home,Hyderabad,4,54328,7865
1238,16-06-2026,C770,Jeans,Apparel,Lucknow,6,20658,4034
1239,6/6/2026,C119,Printer,Electronics,Chennai,5,63195,7803
1240,1/3/2026,C261,Desk,Furniture,Delhi,3,48090,6509
1241,21-08-2026,C417,Chair,Furniture,Lucknow,1,6714,1563
1242,5/7/2026,C248,Camera,Electronics,Lucknow,2,94720,10874
1243,25-05-2026,C805,Desk,Furniture,Ahmedabad,4,38648,6076
1244,7/1/2026,C317,Air Purifier,HOME,Hyderabad,1,26955,3687
1245,17-05-2026,C826,Headphones,Electronics,Delhi,2,17410,1503
1246,16-03-2026,C268,Smartwatch,Electronics,Bangalore,5,36815,4592
1247,14-06-2026,C041,Headphones,Electronics,Delhi,5,49560,7614
1248,11/4/2026,C540,Backpack,Apparel,Ahmedabad,3,6975,1407
1249,18-01-2026,C466,Keyboard,Electronics,Chennai,6,31428,6482
1250,9/6/2026,C292,Backpack,Apparel,Mumbai,1,4928,1044
1251,29-01-2026,C606,Phone,Electronics,Chennai,5,333855,67968
1252,5/2/2026,C042,Headphones,Electronics,Mumbai,3,26490,2210
1253,9/3/2026,C182,Smartwatch,Electronics,Hyderabad,4,91448,11642
1254,6/6/2026,C038,Makeup Kit,Beauty,Hyderabad,4,23948,1995
1255,30-04-2026,C853,Chair,Furniture,Pune,1,5834,1185
1256,28-02-2026,C103,Laptop,Electronics,Ahmedabad,4,218460,51536
1257,9/1/2026,C891,Chair,Furniture,Ahmedabad,5,66690,12032
1258,5/7/2026,C327,Laptop,Electronics,Chennai,4,181852,26760
1259,18-02-2026,C069,Keyboard,Electronics,Ahmedabad,5,26710,5401
1260,2/6/2026,C186,Smartwatch,Electronics,Jaipur,3,47205,9860
1261,1/8/2026,C079,Air Purifier,Home,Delhi,7,238224,48292
1262,25-03-2026,C048,Desk,Furniture,Pune,7,96789,17367
1263,20-03-2026,C247,Bookshelf,FURNITURE,Pune,5,29725,3907
1264,27-06-2026,C658,Headphones,Electronics,Lucknow,5,56955,5218
1265,17-01-2026,c627,Printer,Electronics,Chennai,1,28895,6371
1266,27-07-2026,C012,Laptop,Electronics,Pune,7,616770,133936
1267,29-03-2026,C768,Smartwatch,Electronics,Lucknow,4,73640,12711
1268,16-03-2026,C795,Tablet,Electronics,Lucknow,5,168275,28642
1269,27-01-2026,C718,Sofa,Furniture,Kolkata,1,38748,8840
1270,17-07-2026,C121,Keyboard,Electronics,Kolkata,1,5032,809
1271,18-03-2026,C333,Camera,Electronics,Kolkata,1,27255,6505
1272,24-05-2026,C478,Camera,electronics,Hyderabad,2,218196,28574
1273,3/6/2026,C894,Monitor,Electronics,Pune,7,291088,52216
1274,1/3/2026,C676,Sofa,FURNITURE,Kolkata,1,34746,7952
1275,14-07-2026,C117,Desk,Furniture,,1,9006,1317
1276,23-03-2026,C884,Phone,Electronics,Ahmedabad,7,519617,91369
1277,7/3/2026,C009,Laptop,Electronics,Pune,5,468470,53732
1278,12/8/2026,C076,Mouse,Electronics,Lucknow,1,735,97
1279,20-08-2026,C434,Laptop,Electronics,Bangalore,1,58484,11779
1280,6/1/2026,C345,Vacuum Cleaner,Home,Chennai,2,20548,2598
1281,8/8/2026,C050,smart watch,Electronics,Chennai,2,10340,2203
1282,7/8/2026,C534,Sofa,Furniture,Pune,7,324303,61415
1283,18-08-2026,C261,Chair,Furniture,Mumbai,7,89985,7452
1284,22-06-2026,C527,Headphones,Electronics,Kolkata,1,4542,798
1285,8/2/2026,C363,Printer,Electronics,Chennai,1,6561,726
1286,23-03-2026,C887,Printer,Electronics,Lucknow,5,80250,13534
1287,22-01-2026,C589,Tablet,Electronics,Ahmedabad,5,246025,27305
1288,8/3/2026,C783,Keyboard,Electronics,Delhi,2,12610,2809 INR
1289,2/6/2026,C729,Camera,Electronics,Lucknow,5,346865,54624
1290,15-07-2026,C226,Headphones,Electronics,Bangalore,7,83307,12053
1291,11/3/2026,C343,Makeup Kit,Beauty,Hyderabad,7,45591,8789
1292,22-03-2026,C721,Vacuum Cleaner,Home,Chennai,4,84356,13216
1293,1/8/2026,C260,Printer,Electronics,Bangalore,6,146964,20222
1294,14-05-2026,C361,Keyboard,Electronics,Hyderabad,3,15531,2152
1295,9/2/2026,C816,Headphones,Electronics,Bangalore,7,30198,5144
1296,22-03-2026,C385,Laptop,Electronics,Pune,7,618079,50558
1297,20-08-2026,C007,Air Purifier,Home,Delhi,2,42940,8093
1298,14-08-2026,C181,Laptop,Electronics,Ahmedabad,2,115538,24651
1299,18-04-2026,C095,Headphones,Electronics,Lucknow,5,54755,13132
1300,2/2/2026,C291,Backpack,Apparel,Mumbai,3,4185,960
1301,19-05-2026,C021,Shoes,Apparel,Chennai,3,34488,3751
1302,22-02-2026,C188,Headphones,Electronics,Hyderabad,7,35077,4605
1303,4/8/2026,C076,Desk,Furniture,Hyderabad,1,14233,2897
1304,7/2/2026,C261,Keyboard,Electronics,Jaipur,2,12240,2258
1305,15-03-2026,C387,Backpack,Apparel,Jaipur,1,1413,123
1306,4/1/2026,C699,Mouse,Electronics,Chennai,5,4655,910
1307,24-04-2026,C588,Phone,Electronics,Hyderabad,3,43623,10060
1308,1/6/2026,C633,Shoes,Apparel,Ahmedabad,1,10861,1977
1309,25-06-2026,C522,Phone,Electronics,Pune,3,45378,7466
1310,4/5/2026,C558,Printer,Electronics,Jaipur,6,43272,6015
1311,31-05-2026,C178,Desk,Furniture,Jaipur,1,7134,843
1312,28-01-2026,C702,Laptop,Electronics,Mumbai,7,571025,111114
1313,10/2/2026,C187,MAKEUP KIT,Beauty,Pune,1,,1261
1314,4/8/2026,C734,Jeans,Apparel,Bangalore,3,14496,1730
1315,24-02-2026,C401,Smartwatch,Electronics,Pune,5,49735,8846
1316,16-01-2026,C440,Bookshelf,Furniture,Mumbai,7,106680,16667
1317,19-05-2026,C044,Shoes,Apparel,Delhi,7,16681,2210
1318,7/6/2026,C875,Headphones,Electronics,Ahmedabad,7,9597,1377
1319,29-01-2026,C659,Backpack,Apparel,Lucknow,7,33033,5572
1320,10/8/2026,C146,Monitor,Electronics,Lucknow,6,67884,13150
1321,10/7/2026,C794,Bookshelf,Furniture,Delhi,4,68252,14491
1322,1/7/2026,C253,Chair,Furniture,Delhi,4,58348,5941
1323,31-01-2026,C540,Monitor,Electronics,BANGALORE,2,24476,3073
1324,11/1/2026,C817,Air Purifier,Home,Delhi,6,75234,17672
1325,27-04-2026,C032,Laptop,Electronics,Pune,4,360968,41545
1326,10/3/2026,C247,Desk,Furniture,Pune,6,49836,4476
1327,28-04-2026,C615,Keyboard,,Jaipur,3,12963,1234
1328,12/6/2026,C020,Smartwatch,Electronics,Mumbai,2,46296,10556
1329,25-01-2026,C085,Keyboard,Electronics,Pune,4,20040,1913
1330,27-06-2026,C814,Tablet,Electronics,Ahmedabad,6,308994,61439
1331,4/6/2026,C492,Sofa,Furniture,Lucknow,4,285676,52069
1332,2/7/2026,C058,Mouse,Electronics,Kolkata,1,1752,338
1333,9/4/2026,C784,Phone,Electronics,Lucknow,7,103285,20214
1334,3/4/2026,C076,Phone,Electronics,Bangalore,1,21265,1719
1335,11/5/2026,C129,Sofa,Furniture,Ahmedabad,4,217992,45560
1336,11/7/2026,C686,Printer,Electronics,Delhi,6,164538,22354
1337,27-04-2026,C782,Air Purifier,Home,Bangalore,6,"109,728 INR",16865
1338,17-02-2026,C654,Shoes,Apparel,Mumbai,6,32292,7054
1339,7/5/2026,C083,Camera,Electronics,Mumbai,2,102554,12137
1340,28-04-2026,C281,Mouse,Electronics,Bangalore,7,22218,5220
1341,6/8/2026,C554,Jeans,Apparel,Lucknow,3,7284,1558
1342,6/6/2026,C881,Vacuum Cleaner,Home,Pune,6,81666,8554
1343,26-05-2026,C237,Laptop,Electronics,Hyderabad,4,299780,68056
1344,28-04-2026,C887,Desk,Furniture,Ahmedabad,3,21651,2140
1345,22-05-2026,C013,Tablet,Electronics,Lucknow,6,157878,28649
1346,15-03-2026,C821,Tablet,Electronics,Lucknow,2,36322,8706
1347,20-01-2026,C188,Vacuum Cleaner,Home,Bangalore,5,72220,7709
1348,4/2/2026,C724,Bookshelf,Furniture,Kolkata,2,10046,1873
1349,17-08-2026,C580,Chair,Furniture,Ahmedabad,5,61265,9187
1350,28-06-2026,C553,Camera,Electronics,Bangalore,1,80801,
1351,8/8/2026,C774,Monitor,Electronics,Jaipur,3,101658,19895
1352,29-06-2026,C124,Air Purifier,Home,Ahmedabad,1,26197,2805
1353,3/8/2026,C368,Mouse,Electronics,Pune,7,29715,6490
1354,14-05-2026,C794,Headphones,Electronics,Hyderabad,3,9861,1974
1355,20-05-2026,C254,Desk,Furniture,Hyderabad,2,17840,2923
1356,6/1/2026,C490,Air Purifier,Home,Hyderabad,4,60504,6072
1357,12/1/2026,C219,Smartwatch,Electronics,Kolkata,4,118464,13026
1358,23-05-2026,C534,Monitor,Electronics,Pune,5,135045,23565
1359,11/7/2026,C669,Backpack,Apparel,Pune,4,16788,3113
1360,14-06-2026,C113,Shoes,Apparel,Pune,3,32259,4158
1361,26-02-2026,C231,Sofa,Furniture,Bangalore,7,175196,38820
1362,14-05-2026,C808,Printer,Electronics,Hyderabad,4,32236,3249
1363,3/7/2026,C834,Sofa,Furniture,Ahmedabad,1,67400,13149
1364,6/2/2026,C804,Vacuum cleaner,Home,Ahmedabad,6,59922,12016
1365,23-05-2026,C117,Makeup Kit,Beauty,Chennai,4,24460,3781
1366,21-08-2026,C215,Tablet,Electronics,Ahmedabad,1,15489,2613
1367,1/8/2026,C787,Laptop,Electronics,Mumbai,5,457295,101066
1368,1/2/2026,C400,Laptop,Electronics,Jaipur,5,237860,33530
1369,23-04-2026,C600,Mouse,Electronics,Mumbai,2,7020,1459
1370,29-04-2026,C802,Phone,Electronics,Kolkata,2,129080,22374
1371,5/8/2026,C703,Smartwatch,Electronics,Hyderabad,2,45644,9133
1372,28-03-2026,C793,Desk,Furniture,Mumbai,1,9676,1051
1373,24-05-2026,C203,Monitor,Electronics,Ahmedabad,2,58534,11359
1374,4/7/2026,C069,Laptop,Electronics,hyderabad,5,369925,51232
